id,typ,upplåtelseform,pris,avgift,rum,boyta,kvadratmeterpris,område,stad,adress,lat,lon,tillgänglig,created_at,valuta,boyta_enhet,pris_per_kvm
366,hus,köpa,4996759,1992,4,84,59485,Hisingen,Göteborg,Drottninggatan 105,57.72537,11.90387,True,2025-12-03,SEK,m²,59485.0
367,hus,köpa,4121115,3063,2,42,98121,Hägersten,Stockholm,Parkvägen 120,59.31177,18.01057,True,2025-06-26,SEK,m²,98122.0
368,lägenhet,köpa,4988699,4717,3,84,59389,Centrum,Göteborg,Strandvägen 26,57.70192,11.96759,False,2025-08-06,SEK,m²,59389.0
369,hus,köpa,9628918,3534,6,150,64192,Majorna,Göteborg,Sveavägen 17,57.70623,11.94043,True,2025-11-11,SEK,m²,64193.0
370,hus,köpa,4422899,2842,3,81,54603,Centrum,Göteborg,Strandvägen 78,57.70594,11.96802,True,2025-11-05,SEK,m²,54604.0
371,hus,köpa,1305403,4155,1,22,59336,Hisingen,Göteborg,Drottninggatan 25,57.72304,11.90719,False,2026-02-14,SEK,m²,59336.0
372,lägenhet,hyra,9197,0,2,52,0,Östermalm,Stockholm,Drottninggatan 9,59.34687,18.07044,True,2026-01-03,SEK,m²,177.0
373,hus,köpa,5549769,4134,4,80,69372,Majorna,Göteborg,Parkvägen 14,57.70385,11.93054,True,2026-04-08,SEK,m²,69372.0
374,lägenhet,hyra,5517,0,2,44,0,Hägersten,Stockholm,Skolvägen 35,59.29855,18.0081,False,2025-05-28,SEK,m²,125.0
375,hus,köpa,2021436,2417,1,22,91883,Solna,Stockholm,Strandvägen 2,59.35322,18.00625,True,2025-12-17,SEK,m²,91883.0
376,lägenhet,hyra,14222,0,4,92,0,Majorna,Göteborg,Storgatan 94,57.70656,11.92579,True,2025-12-27,SEK,m²,155.0
377,hus,köpa,4177683,3000,4,76,54969,Centrum,Göteborg,Strandvägen 71,57.71046,11.96475,False,2025-11-14,SEK,m²,54970.0
378,lägenhet,hyra,17641,0,5,105,0,Majorna,Göteborg,Drottninggatan 46,57.7007,11.92936,True,2026-03-28,SEK,m²,168.0
379,lägenhet,hyra,19211,0,4,112,0,Centrum,Göteborg,Skolvägen 118,57.70958,11.97795,False,2026-03-02,SEK,m²,172.0
380,hus,hyra,5154,0,2,36,0,Nacka,Stockholm,Skolvägen 47,59.31291,18.15417,False,2025-04-21,SEK,m²,143.0
381,lägenhet,köpa,12782857,6168,5,140,91306,Nacka,Stockholm,Bergsgatan 102,59.30539,18.1699,False,2026-02-02,SEK,m²,91306.0
382,lägenhet,köpa,2907697,3143,3,66,44056,Hisingen,Göteborg,Bergsgatan 101,57.72338,11.89811,False,2026-01-10,SEK,m²,44056.0
383,lägenhet,hyra,7639,0,2,46,0,Hisingen,Göteborg,Skolvägen 31,57.72859,11.89273,False,2025-11-25,SEK,m²,166.0
384,lägenhet,hyra,15523,0,5,115,0,Majorna,Göteborg,Parkvägen 64,57.69844,11.93051,True,2025-07-11,SEK,m²,135.0
385,hus,köpa,7711850,3351,5,130,59321,Centrum,Göteborg,Björkgatan 11,57.71346,11.98345,False,2025-06-05,SEK,m²,59322.0
386,lägenhet,hyra,8077,0,2,48,0,Östermalm,Stockholm,Björkgatan 28,59.33319,18.07025,False,2026-03-20,SEK,m²,168.0
387,lägenhet,hyra,7757,0,2,50,0,Spånga,Stockholm,Skolvägen 110,59.38797,17.90616,True,2026-02-21,SEK,m²,155.0
388,lägenhet,köpa,10520179,7632,5,115,91479,Kungsholmen,Stockholm,Bergsgatan 86,59.33794,18.02622,False,2025-07-18,SEK,m²,91480.0
389,hus,köpa,5240275,2471,2,44,119097,Bromma,Stockholm,Bergsgatan 46,59.34317,17.93758,True,2025-11-21,SEK,m²,119097.0
390,lägenhet,köpa,7302976,5304,4,100,73029,Hisingen,Göteborg,Sveavägen 31,57.73639,11.89911,True,2025-09-16,SEK,m²,73030.0
391,lägenhet,köpa,4012493,3566,3,84,47767,Västra Hamnen,Malmö,Kungsgatan 5,55.61942,12.98296,False,2026-01-03,SEK,m²,47768.0
392,hus,köpa,5428697,1682,3,66,82252,Östermalm,Stockholm,Skolvägen 72,59.33952,18.08422,False,2025-09-12,SEK,m²,82253.0
393,lägenhet,hyra,19264,0,6,126,0,Solna,Stockholm,Parkvägen 28,59.35467,18.00632,True,2025-04-25,SEK,m²,153.0
394,lägenhet,köpa,5932876,2980,2,52,114093,Södermalm,Stockholm,Björkgatan 10,59.31023,18.07746,True,2025-05-17,SEK,m²,114094.0
395,hus,köpa,4213551,3154,3,60,70225,Hisingen,Göteborg,Drottninggatan 24,57.72431,11.89424,True,2025-05-05,SEK,m²,70226.0
396,hus,köpa,4061395,2054,2,48,84612,Bromma,Stockholm,Lindvägen 12,59.34681,17.94605,False,2026-03-03,SEK,m²,84612.0
397,hus,köpa,9347935,2719,5,125,74783,Majorna,Göteborg,Skolvägen 103,57.69827,11.9381,True,2026-01-01,SEK,m²,74783.0
398,hus,köpa,3999955,4095,2,44,90908,Kungsholmen,Stockholm,Skolvägen 99,59.32267,18.02433,True,2025-09-18,SEK,m²,90908.0
399,lägenhet,köpa,4855520,8498,6,138,35184,Västra Hamnen,Malmö,Skolvägen 13,55.62117,12.97792,True,2025-07-17,SEK,m²,35185.0
400,hus,köpa,13965591,2916,5,115,121439,Södermalm,Stockholm,Strandvägen 83,59.30684,18.06548,True,2025-12-07,SEK,m²,121440.0
401,hus,köpa,7205309,4265,3,72,100073,Vasastan,Stockholm,Bergsgatan 83,59.35059,18.05746,True,2025-11-16,SEK,m²,100074.0
402,hus,köpa,4890798,3410,2,44,111154,Vasastan,Stockholm,Storgatan 41,59.34211,18.05832,True,2026-01-07,SEK,m²,111154.0
403,hus,köpa,1151782,3659,1,25,46071,Centrum,Göteborg,Storgatan 65,57.70403,11.98268,True,2026-03-02,SEK,m²,46071.0
404,hus,köpa,2836296,4267,3,81,35016,Rosengård,Malmö,Kungsgatan 68,55.58897,13.02687,False,2025-09-11,SEK,m²,35016.0
405,hus,köpa,4125628,1645,2,50,82512,Farsta,Stockholm,Bergsgatan 89,59.24604,18.09214,True,2025-08-05,SEK,m²,82513.0
406,lägenhet,köpa,10601463,4391,4,80,132518,Farsta,Stockholm,Storgatan 97,59.2459,18.08615,True,2026-01-25,SEK,m²,132518.0
407,hus,köpa,3619924,1864,2,38,95261,Kungsholmen,Stockholm,Storgatan 79,59.32637,18.03711,True,2025-12-20,SEK,m²,95261.0
408,lägenhet,köpa,4553468,6233,4,100,45534,Majorna,Göteborg,Lindvägen 26,57.69164,11.92736,True,2025-06-29,SEK,m²,45535.0
409,hus,köpa,5848445,1794,6,114,51302,Hyllie,Malmö,Kungsgatan 56,55.55694,12.98362,True,2025-05-02,SEK,m²,51302.0
410,lägenhet,hyra,9002,0,3,60,0,Spånga,Stockholm,Kungsgatan 50,59.37672,17.90056,True,2025-11-04,SEK,m²,150.0
411,lägenhet,köpa,4428864,2839,2,42,105449,Nacka,Stockholm,Kyrkogatan 87,59.32057,18.15361,False,2025-08-27,SEK,m²,105449.0
412,hus,köpa,9986116,4185,5,130,76816,Lidingö,Stockholm,Björkgatan 118,59.35836,18.14218,False,2025-04-22,SEK,m²,76816.0
413,lägenhet,hyra,8392,0,2,56,0,Hägersten,Stockholm,Drottninggatan 114,59.29406,17.99609,True,2025-10-19,SEK,m²,150.0
414,hus,köpa,13805389,3983,5,120,115044,Hägersten,Stockholm,Lindvägen 4,59.29705,18.00527,False,2025-06-15,SEK,m²,115045.0
415,lägenhet,köpa,5869705,6149,5,95,61786,Majorna,Göteborg,Skolvägen 11,57.69802,11.92723,False,2025-07-17,SEK,m²,61786.0
416,hus,köpa,4915136,3097,3,57,86230,Vasastan,Stockholm,Kungsgatan 94,59.34959,18.03941,False,2025-07-14,SEK,m²,86230.0
417,hus,köpa,9675057,1981,4,92,105163,Södermalm,Stockholm,Parkvägen 111,59.31882,18.06869,True,2025-10-05,SEK,m²,105164.0
418,hus,köpa,1993634,1861,1,28,71201,Majorna,Göteborg,Kyrkogatan 102,57.70868,11.93793,True,2026-03-15,SEK,m²,71201.0
419,lägenhet,köpa,8609103,5613,6,114,75518,Hisingen,Göteborg,Storgatan 26,57.73584,11.90718,True,2025-05-05,SEK,m²,75518.0
420,lägenhet,köpa,927193,1532,1,24,38633,Rosengård,Malmö,Strandvägen 19,55.59777,13.03557,False,2025-09-26,SEK,m²,38633.0
421,lägenhet,köpa,935190,1672,1,27,34636,Rosengård,Malmö,Kungsgatan 71,55.58284,13.03332,True,2025-07-21,SEK,m²,34637.0
422,lägenhet,köpa,2862409,3379,2,48,59633,Linnéstaden,Göteborg,Skolvägen 17,57.69876,11.94317,False,2025-08-15,SEK,m²,59634.0
423,lägenhet,köpa,2177272,2525,2,56,38879,Rosengård,Malmö,Parkvägen 105,55.59467,13.03522,True,2025-09-07,SEK,m²,38880.0
424,lägenhet,köpa,10671561,4971,4,100,106715,Hägersten,Stockholm,Kungsgatan 57,59.30922,18.00811,True,2025-04-26,SEK,m²,106716.0
425,lägenhet,köpa,3615188,5832,4,80,45189,Hyllie,Malmö,Hornsgatan 56,55.56498,12.96776,True,2025-06-27,SEK,m²,45190.0
426,lägenhet,köpa,3266360,3510,3,69,47338,Limhamn,Malmö,Kungsgatan 54,55.58445,12.93093,True,2026-01-24,SEK,m²,47339.0
427,lägenhet,köpa,7318752,6849,5,120,60989,Linnéstaden,Göteborg,Kungsgatan 44,57.70056,11.95542,True,2025-11-12,SEK,m²,60990.0
428,hus,köpa,6508511,4045,4,76,85638,Vasastan,Stockholm,Bergsgatan 106,59.35164,18.05621,True,2025-08-03,SEK,m²,85638.0
429,lägenhet,köpa,3296979,2664,2,38,86762,Sundbyberg,Stockholm,Strandvägen 76,59.36097,17.97797,True,2025-09-11,SEK,m²,86763.0
430,lägenhet,hyra,19982,0,6,144,0,Västra Hamnen,Malmö,Kyrkogatan 76,55.61851,12.98093,True,2025-06-15,SEK,m²,139.0
431,lägenhet,köpa,6080012,5621,5,90,67555,Majorna,Göteborg,Kyrkogatan 68,57.69802,11.92447,True,2025-09-07,SEK,m²,67556.0
432,lägenhet,hyra,22630,0,5,135,0,Hyllie,Malmö,Kungsgatan 90,55.56716,12.97934,True,2026-02-19,SEK,m²,168.0
433,lägenhet,köpa,7180941,6228,5,100,71809,Linnéstaden,Göteborg,Skolvägen 101,57.69168,11.95103,True,2025-07-22,SEK,m²,71809.0
434,lägenhet,köpa,11180073,7485,4,108,103519,Farsta,Stockholm,Drottninggatan 39,59.23994,18.1031,False,2025-12-02,SEK,m²,103519.0
435,lägenhet,köpa,1936357,1551,1,27,71716,Linnéstaden,Göteborg,Sveavägen 11,57.70294,11.95755,True,2025-07-31,SEK,m²,71717.0
436,hus,köpa,1288614,2626,2,40,32215,Limhamn,Malmö,Lindvägen 5,55.5772,12.9353,True,2025-04-13,SEK,m²,32215.0
437,hus,köpa,4370064,2973,2,46,95001,Spånga,Stockholm,Storgatan 48,59.38711,17.91024,False,2025-11-20,SEK,m²,95001.0
438,hus,hyra,2166,0,1,18,0,Västra Hamnen,Malmö,Hornsgatan 96,55.61542,12.98313,False,2025-10-04,SEK,m²,120.0
439,hus,köpa,5083828,3456,6,150,33892,Rosengård,Malmö,Lindvägen 8,55.5818,13.03123,False,2025-09-21,SEK,m²,33892.0
440,hus,köpa,2705969,1784,3,78,34691,Rosengård,Malmö,Bergsgatan 3,55.58243,13.02771,False,2025-12-23,SEK,m²,34692.0
441,lägenhet,köpa,8427559,9181,6,150,56183,Hisingen,Göteborg,Kungsgatan 24,57.73911,11.89138,True,2026-02-09,SEK,m²,56184.0
442,lägenhet,köpa,3935849,6020,3,84,46855,Hyllie,Malmö,Drottninggatan 54,55.57037,12.96611,True,2025-06-02,SEK,m²,46855.0
443,hus,köpa,12862768,1942,4,104,123680,Bromma,Stockholm,Storgatan 51,59.32742,17.94928,True,2026-03-12,SEK,m²,123680.0
444,lägenhet,köpa,5428871,3035,2,46,118018,Östermalm,Stockholm,Björkgatan 68,59.34156,18.07787,True,2025-04-20,SEK,m²,118019.0
445,lägenhet,köpa,4297405,6292,4,84,51159,Rosengård,Malmö,Strandvägen 2,55.59658,13.02516,False,2025-05-02,SEK,m²,51160.0
446,hus,köpa,13200508,2503,4,100,132005,Spånga,Stockholm,Strandvägen 19,59.37927,17.90354,True,2026-03-21,SEK,m²,132005.0
447,hus,köpa,936284,4327,1,25,37451,Limhamn,Malmö,Hornsgatan 51,55.58337,12.93668,True,2026-03-11,SEK,m²,37451.0
448,hus,köpa,2671801,2437,1,26,102761,Hägersten,Stockholm,Bergsgatan 32,59.30312,17.99413,False,2025-09-01,SEK,m²,102762.0
449,lägenhet,hyra,13198,0,4,104,0,Majorna,Göteborg,Hornsgatan 74,57.69863,11.92504,True,2025-12-22,SEK,m²,127.0
450,hus,köpa,1013310,3120,1,19,53332,Hisingen,Göteborg,Drottninggatan 97,57.72526,11.89357,True,2025-11-30,SEK,m²,53332.0
451,hus,köpa,12618862,3194,5,130,97068,Kungsholmen,Stockholm,Björkgatan 47,59.33389,18.02266,True,2025-10-14,SEK,m²,97068.0
452,hus,köpa,6954082,4405,6,108,64389,Hisingen,Göteborg,Strandvägen 109,57.72599,11.89655,True,2026-01-28,SEK,m²,64390.0
453,hus,köpa,4653333,3104,5,90,51703,Centrum,Göteborg,Kyrkogatan 10,57.70922,11.97898,True,2025-04-30,SEK,m²,51704.0
454,hus,köpa,3294865,1826,3,63,52299,Limhamn,Malmö,Kungsgatan 85,55.58232,12.93798,True,2025-07-16,SEK,m²,52299.0
455,lägenhet,hyra,16428,0,5,100,0,Hisingen,Göteborg,Storgatan 41,57.73747,11.89016,True,2025-12-27,SEK,m²,164.0
456,lägenhet,köpa,4603932,11171,6,150,30692,Västra Hamnen,Malmö,Sveavägen 97,55.6227,12.98238,True,2026-02-01,SEK,m²,30693.0
457,lägenhet,hyra,11537,0,3,75,0,Östermalm,Stockholm,Skolvägen 92,59.3362,18.08219,True,2026-01-24,SEK,m²,154.0
458,lägenhet,hyra,11009,0,3,69,0,Limhamn,Malmö,Drottninggatan 62,55.57943,12.92627,True,2026-01-22,SEK,m²,160.0
459,hus,köpa,5274500,3106,4,80,65931,Majorna,Göteborg,Storgatan 20,57.70215,11.94078,False,2025-11-18,SEK,m²,65931.0
460,lägenhet,hyra,11666,0,4,72,0,Linnéstaden,Göteborg,Hornsgatan 11,57.70307,11.96053,False,2025-12-20,SEK,m²,162.0
461,lägenhet,hyra,21958,0,5,125,0,Rosengård,Malmö,Kyrkogatan 61,55.59567,13.03329,True,2025-05-06,SEK,m²,176.0
462,lägenhet,köpa,7687876,5615,3,84,91522,Vasastan,Stockholm,Storgatan 113,59.34369,18.04749,True,2025-06-07,SEK,m²,91522.0
463,hus,köpa,3203921,3571,5,100,32039,Limhamn,Malmö,Sveavägen 10,55.57942,12.93032,True,2025-06-15,SEK,m²,32039.0
464,lägenhet,köpa,5015325,4640,6,108,46438,Linnéstaden,Göteborg,Storgatan 37,57.68882,11.95587,True,2025-08-26,SEK,m²,46438.0
465,lägenhet,köpa,5750972,2464,2,48,119811,Hägersten,Stockholm,Strandvägen 77,59.29599,17.99883,False,2025-05-21,SEK,m²,119812.0
466,hus,köpa,3604177,3789,2,50,72083,Centrum,Göteborg,Kungsgatan 68,57.7027,11.97053,True,2026-03-10,SEK,m²,72084.0
467,lägenhet,hyra,2788,0,1,23,0,Nacka,Stockholm,Storgatan 99,59.30507,18.16373,True,2025-05-02,SEK,m²,121.0
468,hus,köpa,1145376,3317,1,23,49798,Limhamn,Malmö,Parkvägen 110,55.58619,12.93011,True,2025-09-21,SEK,m²,49799.0
469,hus,köpa,6142437,2569,2,54,113748,Nacka,Stockholm,Kyrkogatan 13,59.31182,18.16538,True,2025-06-06,SEK,m²,113749.0
470,hus,köpa,9265342,3042,5,130,71271,Hisingen,Göteborg,Drottninggatan 94,57.73201,11.90919,True,2025-12-15,SEK,m²,71272.0
471,lägenhet,köpa,2442240,998,1,23,106184,Bromma,Stockholm,Parkvägen 22,59.33375,17.94368,True,2025-11-23,SEK,m²,106184.0
472,hus,köpa,11629885,4048,5,90,129220,Spånga,Stockholm,Parkvägen 99,59.39108,17.91048,True,2026-01-17,SEK,m²,129221.0
473,lägenhet,köpa,3533976,3180,2,52,67961,Linnéstaden,Göteborg,Storgatan 107,57.70302,11.94262,False,2026-04-04,SEK,m²,67961.0
474,lägenhet,köpa,4561265,3877,3,75,60816,Centrum,Göteborg,Kyrkogatan 46,57.70685,11.96776,True,2025-05-02,SEK,m²,60817.0
475,lägenhet,köpa,3660105,3138,3,66,55456,Hisingen,Göteborg,Kungsgatan 24,57.72578,11.90144,True,2025-06-01,SEK,m²,55456.0
476,lägenhet,köpa,3535496,2600,2,50,70709,Hisingen,Göteborg,Storgatan 26,57.72456,11.89865,False,2026-03-13,SEK,m²,70710.0
477,hus,köpa,4796970,3843,2,50,95939,Nacka,Stockholm,Drottninggatan 60,59.31228,18.15967,False,2026-03-19,SEK,m²,95939.0
478,lägenhet,hyra,13787,0,4,84,0,Limhamn,Malmö,Björkgatan 47,55.58837,12.92246,True,2025-08-14,SEK,m²,164.0
479,hus,köpa,9096057,1623,3,84,108286,Solna,Stockholm,Skolvägen 54,59.36912,18.00142,True,2025-09-19,SEK,m²,108286.0
480,lägenhet,köpa,5030077,4319,3,57,88246,Kungsholmen,Stockholm,Skolvägen 89,59.33621,18.02353,True,2025-12-29,SEK,m²,88247.0
481,lägenhet,hyra,5042,0,2,42,0,Kungsholmen,Stockholm,Bergsgatan 47,59.33196,18.01978,True,2025-04-17,SEK,m²,120.0
482,lägenhet,köpa,1127210,917,1,18,62622,Majorna,Göteborg,Sveavägen 78,57.69919,11.94118,True,2025-12-19,SEK,m²,62623.0
483,hus,köpa,9128516,2391,4,80,114106,Vasastan,Stockholm,Bergsgatan 56,59.3452,18.05889,True,2025-05-02,SEK,m²,114106.0
484,hus,köpa,1325137,3209,1,28,47326,Limhamn,Malmö,Hornsgatan 17,55.59266,12.92033,True,2025-04-14,SEK,m²,47326.0
485,hus,köpa,9688275,1570,3,81,119608,Solna,Stockholm,Sveavägen 71,59.36693,18.01034,True,2026-03-30,SEK,m²,119608.0
486,lägenhet,köpa,5338499,10432,5,135,39544,Rosengård,Malmö,Bergsgatan 64,55.58562,13.0253,True,2025-04-14,SEK,m²,39544.0
487,lägenhet,hyra,7111,0,2,46,0,Vasastan,Stockholm,Bergsgatan 98,59.33526,18.05037,True,2026-02-18,SEK,m²,155.0
488,hus,köpa,4011287,3391,2,50,80225,Östermalm,Stockholm,Kungsgatan 34,59.3453,18.07392,True,2025-04-09,SEK,m²,80226.0
489,lägenhet,köpa,6308883,3005,2,56,112658,Lidingö,Stockholm,Lindvägen 106,59.37464,18.14726,True,2026-03-29,SEK,m²,112659.0
490,hus,köpa,6654694,1742,5,135,49294,Hisingen,Göteborg,Kungsgatan 93,57.72799,11.90403,True,2025-11-21,SEK,m²,49294.0
491,lägenhet,köpa,7473496,6487,4,100,74734,Linnéstaden,Göteborg,Parkvägen 120,57.68955,11.95203,False,2026-03-30,SEK,m²,74735.0
492,hus,köpa,1308474,1515,1,19,68867,Majorna,Göteborg,Sveavägen 104,57.69738,11.93869,True,2026-01-02,SEK,m²,68867.0
493,hus,köpa,1618677,4361,1,25,64747,Hisingen,Göteborg,Hornsgatan 89,57.72922,11.90172,False,2025-11-15,SEK,m²,64747.0
494,lägenhet,köpa,15833829,9101,6,126,125665,Lidingö,Stockholm,Sveavägen 56,59.36287,18.1532,False,2025-07-22,SEK,m²,125665.0
495,hus,hyra,16655,0,6,138,0,Bromma,Stockholm,Bergsgatan 12,59.347,17.94481,False,2025-10-18,SEK,m²,121.0
496,hus,hyra,17886,0,5,100,0,Centrum,Göteborg,Bergsgatan 82,57.71276,11.97702,False,2025-07-24,SEK,m²,179.0
497,lägenhet,köpa,10842746,9385,5,130,83405,Kungsholmen,Stockholm,Bergsgatan 63,59.33536,18.02492,True,2025-05-08,SEK,m²,83406.0
498,hus,köpa,1845472,1793,2,42,43939,Hyllie,Malmö,Kungsgatan 26,55.56866,12.98156,False,2025-04-28,SEK,m²,43940.0
499,hus,köpa,2558318,3392,2,48,53298,Majorna,Göteborg,Storgatan 83,57.70051,11.93699,True,2026-01-13,SEK,m²,53298.0
500,lägenhet,hyra,23816,0,6,168,0,Bromma,Stockholm,Björkgatan 25,59.33039,17.93368,True,2025-10-01,SEK,m²,142.0
501,hus,köpa,6447017,2630,4,96,67156,Majorna,Göteborg,Lindvägen 111,57.69098,11.94032,True,2026-03-30,SEK,m²,67156.0
502,hus,köpa,16246973,3144,5,130,124976,Solna,Stockholm,Parkvägen 88,59.36976,18.01026,False,2025-06-27,SEK,m²,124977.0
503,hus,köpa,2026768,3782,2,50,40535,Västra Hamnen,Malmö,Storgatan 15,55.60928,12.97682,False,2025-10-04,SEK,m²,40535.0
504,lägenhet,köpa,3827417,4283,3,81,47252,Rosengård,Malmö,Sveavägen 101,55.5943,13.04154,True,2025-09-02,SEK,m²,47252.0
505,hus,köpa,1895287,2152,2,50,37905,Hyllie,Malmö,Björkgatan 117,55.57167,12.98077,True,2025-09-04,SEK,m²,37906.0
506,lägenhet,köpa,1021891,1223,1,18,56771,Majorna,Göteborg,Hornsgatan 93,57.70237,11.93096,False,2025-08-11,SEK,m²,56772.0
507,hus,köpa,4691556,4204,5,95,49384,Limhamn,Malmö,Storgatan 35,55.58753,12.93778,True,2025-09-16,SEK,m²,49385.0
508,lägenhet,hyra,4988,0,2,36,0,Södermalm,Stockholm,Kyrkogatan 101,59.31921,18.07309,True,2026-02-10,SEK,m²,139.0
509,lägenhet,hyra,14606,0,4,104,0,Majorna,Göteborg,Kungsgatan 26,57.69886,11.9386,True,2025-07-17,SEK,m²,140.0
510,hus,köpa,898593,4348,1,20,44929,Limhamn,Malmö,Hornsgatan 41,55.58623,12.93024,True,2025-11-25,SEK,m²,44930.0
511,lägenhet,köpa,4152455,3429,3,54,76897,Bromma,Stockholm,Björkgatan 102,59.34088,17.93581,True,2025-10-10,SEK,m²,76897.0
512,hus,hyra,5365,0,2,40,0,Majorna,Göteborg,Bergsgatan 25,57.69355,11.93202,True,2025-05-21,SEK,m²,134.0
513,hus,köpa,2346981,2679,2,50,46939,Västra Hamnen,Malmö,Parkvägen 89,55.61518,12.97312,True,2026-02-16,SEK,m²,46940.0
514,hus,köpa,6925011,1890,3,54,128240,Solna,Stockholm,Parkvägen 112,59.35676,18.00823,True,2025-08-04,SEK,m²,128241.0
515,hus,köpa,3565895,3955,2,50,71317,Hisingen,Göteborg,Parkvägen 84,57.72767,11.89487,True,2026-02-06,SEK,m²,71318.0
516,lägenhet,köpa,1836319,1144,1,27,68011,Majorna,Göteborg,Lindvägen 55,57.69921,11.92654,True,2025-04-21,SEK,m²,68012.0
517,lägenhet,köpa,7923148,7242,6,126,62882,Hisingen,Göteborg,Björkgatan 79,57.73328,11.90973,False,2026-02-11,SEK,m²,62882.0
518,hus,köpa,5963896,3003,5,110,54217,Majorna,Göteborg,Strandvägen 60,57.70567,11.9375,True,2025-12-05,SEK,m²,54217.0
519,lägenhet,köpa,5307009,4533,5,105,50542,Västra Hamnen,Malmö,Kungsgatan 57,55.61229,12.97152,True,2025-12-24,SEK,m²,50543.0
520,lägenhet,köpa,4035027,8152,6,120,33625,Västra Hamnen,Malmö,Bergsgatan 6,55.61869,12.97051,True,2025-06-14,SEK,m²,33625.0
521,hus,köpa,9682560,4172,6,138,70163,Linnéstaden,Göteborg,Strandvägen 96,57.70342,11.9586,True,2025-08-01,SEK,m²,70163.0
522,hus,köpa,4550963,4347,4,88,51715,Hisingen,Göteborg,Bergsgatan 56,57.72184,11.8973,True,2025-11-25,SEK,m²,51715.0
523,hus,köpa,8379188,1936,4,104,80569,Södermalm,Stockholm,Skolvägen 114,59.3186,18.07512,True,2026-03-21,SEK,m²,80569.0
524,hus,köpa,5312236,2659,4,84,63240,Centrum,Göteborg,Bergsgatan 20,57.70288,11.96621,True,2025-05-09,SEK,m²,63241.0
525,hus,köpa,4856474,2569,4,80,60705,Linnéstaden,Göteborg,Björkgatan 57,57.69088,11.9471,False,2025-09-05,SEK,m²,60706.0
526,hus,köpa,14147556,2367,5,120,117896,Södermalm,Stockholm,Strandvägen 63,59.31029,18.07074,True,2026-01-07,SEK,m²,117896.0
527,hus,köpa,5183253,2930,5,105,49364,Limhamn,Malmö,Storgatan 108,55.58449,12.92095,True,2025-11-03,SEK,m²,49364.0
528,lägenhet,hyra,5369,0,2,40,0,Rosengård,Malmö,Strandvägen 14,55.58497,13.03155,True,2026-02-04,SEK,m²,134.0
529,hus,köpa,12744769,4157,5,130,98036,Södermalm,Stockholm,Sveavägen 14,59.31226,18.06529,False,2026-02-08,SEK,m²,98037.0
530,hus,köpa,2072481,2800,2,42,49344,Rosengård,Malmö,Kungsgatan 40,55.5848,13.02873,True,2025-04-22,SEK,m²,49345.0
531,hus,köpa,3463320,2953,3,81,42757,Rosengård,Malmö,Hornsgatan 60,55.59324,13.04191,True,2025-08-26,SEK,m²,42757.0
532,hus,köpa,5422669,1623,5,105,51644,Linnéstaden,Göteborg,Björkgatan 15,57.70504,11.95402,True,2026-04-09,SEK,m²,51644.0
533,lägenhet,hyra,22488,0,5,130,0,Centrum,Göteborg,Hornsgatan 62,57.70958,11.97068,True,2025-10-08,SEK,m²,173.0
534,lägenhet,hyra,11064,0,4,84,0,Bromma,Stockholm,Lindvägen 78,59.33743,17.94188,True,2025-10-19,SEK,m²,132.0
535,hus,köpa,5063551,2154,4,72,70327,Majorna,Göteborg,Lindvägen 97,57.70758,11.93208,True,2025-09-06,SEK,m²,70327.0
536,hus,köpa,2821501,3723,2,46,61336,Linnéstaden,Göteborg,Björkgatan 10,57.70389,11.94397,False,2025-08-01,SEK,m²,61337.0
537,hus,köpa,8200771,2280,5,95,86323,Lidingö,Stockholm,Lindvägen 112,59.37664,18.1527,False,2025-07-24,SEK,m²,86324.0
538,lägenhet,köpa,7708866,3048,4,72,107067,Lidingö,Stockholm,Bergsgatan 39,59.3571,18.1469,True,2025-08-23,SEK,m²,107068.0
539,hus,köpa,2337008,3581,2,50,46740,Rosengård,Malmö,Storgatan 119,55.58658,13.02931,True,2025-10-12,SEK,m²,46740.0
540,lägenhet,köpa,4309911,6103,6,114,37806,Limhamn,Malmö,Björkgatan 101,55.59061,12.92457,False,2025-04-23,SEK,m²,37806.0
541,lägenhet,köpa,2246587,3453,3,63,35660,Limhamn,Malmö,Parkvägen 110,55.58315,12.92001,True,2026-01-01,SEK,m²,35660.0
542,lägenhet,köpa,1386274,1306,1,28,49509,Rosengård,Malmö,Kungsgatan 46,55.58503,13.0377,True,2025-10-09,SEK,m²,49510.0
543,lägenhet,köpa,1762878,1592,1,23,76646,Farsta,Stockholm,Storgatan 107,59.2421,18.094,True,2025-09-02,SEK,m²,76647.0
544,hus,köpa,3143832,3895,2,56,56139,Linnéstaden,Göteborg,Drottninggatan 120,57.68723,11.94434,True,2025-12-18,SEK,m²,56140.0
545,lägenhet,köpa,2284366,2346,2,54,42303,Rosengård,Malmö,Skolvägen 25,55.60045,13.03471,True,2025-05-06,SEK,m²,42303.0
546,hus,köpa,4496434,3476,2,54,83267,Spånga,Stockholm,Kungsgatan 91,59.37791,17.90355,True,2025-10-16,SEK,m²,83267.0
547,lägenhet,köpa,2252449,4075,3,63,35753,Västra Hamnen,Malmö,Drottninggatan 76,55.60993,12.97751,True,2025-09-27,SEK,m²,35753.0
548,lägenhet,köpa,6945755,8496,6,162,42875,Västra Hamnen,Malmö,Drottninggatan 86,55.60585,12.97471,False,2026-01-19,SEK,m²,42875.0
